SSAP-FB385.PV,SSAP-MD385.PV,SSAP-PD3850.PV,SSAP-PD3851.PV,SSAP-TD385C.PV,SSAP-TD385D.PV,SSAP-TD385F.PV,SSAP-MD385A.PV,SSAP-PD385A.PV,SSAP-TD385A1.PV,SSAP-DPF389.PV,SSAP-FB389.PV,SSAP-SSJ384.PV,half_假比重,half_平均粒徑μm,SSAP-FJ3021.PV,EC,bad_ratio,FT_total,TD385A
-0.14035713414712106,0.049663880184785875,0.1535639953713852,-1.1319481990728513,-1.100837285830328,-0.4095830207990392,-1.0653973368291159,-0.07079872260306368,0.10746529498697371,-0.25347819864669935,-0.6998565159740536,0.42426807338515143,-0.30562492275106423,0.7720849040462828,0.7274531663764682,1.0447797773317438,0.015703907723398275,-0.060918386065654556,2.35242689040965,-0.6314884197602161
1.4371984505528186,-0.714930117190171,1.437000921352851,0.21139402637747046,0.1281378920336643,-0.591160791194499,0.1189266794464448,-0.5359216063630909,-0.04634332251896949,-0.06747070534132223,0.5453283529748937,0.34619833785129317,-0.30562492275106423,0.3281528153285422,-0.8186114129284545,-0.10826276102370823,0.7213700364032234,-0.06090514466594174,0.41243711136913147,0.6793729345970029
0.35091163458239105,1.120822413491935,1.2806368410972069,-0.7679968815693841,-0.6441151818776361,0.06868916055736383,-0.6313186911867025,0.9831417501412977,0.566940163061031,0.06086890373325719,-0.303885085981829,0.47576560694113523,-0.30562492275106423,0.7720849040462828,0.7274531663764682,0.5018079156023709,0.0331291623204809,-0.06093274584749658,0.9742794246042298,-0.5830427708208062
-0.7948941050953963,0.4102941601948306,0.24700013820050964,-1.1314431889740515,-1.1617374592227927,-0.033158012605867725,-1.1078902643128972,-0.2713128346512829,-0.2235563343540889,0.20047663989679693,-2.2450816063957966,0.3324520990284974,-0.30562492275106423,-0.6484977798504872,0.7274531663764682,-0.6773684209125163,0.6829730680875417,-0.06090608887773605,0.8232232122935281,0.960803997283003
-0.9410196545910668,0.9991567883535794,0.07268335531532892,-0.796679947557276,-0.6917879255653977,-0.038726646429649236,-0.6766251392390323,0.7374469651506959,-0.06795335164251222,-0.006937114829046652,-1.556513943838182,0.537037232537032,3.271984467099618,-1.7139347927730646,0.005956362700837616,0.10648038262219373,0.7167223897439744,-0.06090224535636494,-0.8209306968773923,0.5533073462092806
0.624787026116549,-1.4458314532738004,0.3776204372077907,0.8027430642513175,0.7935422583680672,-0.4463429247198084,0.7928505666164328,-1.1511630796168606,0.5279517340585534,0.11385548905944422,0.6629911852364699,0.4115161257585606,-0.30562492275106423,-0.38213852661984277,0.10902733465449913,-0.3188483139922527,-0.6269262772964874,-0.0609144422723292,0.41157494520991095,0.04977935427878032
-1.4229745272047232,-0.40518429685496465,-1.4742344090510022,1.2292086534160724,1.0136479385241033,1.4654085148834317,1.034464701863651,-0.4729121008631145,-1.1781631922642306,-0.20419291078904656,0.8782661464916247,0.26798432480554835,-0.30562492275106423,-0.026992855645650297,0.31516927856182214,-0.40215485780350557,-0.5490673431286317,-0.06090453040443875,0.2013382145329295,1.883400540669231
0.3097545764690388,-0.12049139362553216,0.3767999178441811,-0.8710720269558341,-0.7115541469198886,0.06209098064958861,-0.6957041516945764,-0.1265982653022572,0.13895853614640788,-0.2111345440255714,1.0290666617948976,0.4151761408736823,-0.30562492275106423,0.061793562097897825,0.8305241383301297,0.19415696421947082,-1.8764134366104777,1.4339711874933139,-0.8209306968773923,-1.1621732155011595
-1.636754732445089,0.7455073921776073,-0.7466990363395805,-2.2175629061457873,-2.693461340039439,-3.356037502373324,-2.5945452505765316,0.779960566506019,-1.151276046180444,-4.154260752770003,-2.2612902612051085,0.43267199203259343,-0.30562492275106423,-1.5363619572859684,-4.735308347167592,-1.615852907272045,0.702128250243902,-0.06089135595651729,-0.39676835894402035,-1.317644826758579
-1.4639747796848281,1.571612745532709,-0.1686562481895916,0.09602128563630619,0.26778715166463823,0.29338362972009113,0.2425379461337955,1.721004035204996,-1.8415854787722274,0.28400773696844095,-1.1645046202051066,0.416603165042003,-0.30562492275106423,0.4169392330720903,-0.50939849706747,-0.08293897655764397,0.7012011562121327,-0.060913879930019295,0.12438455539156935,-0.6157437094503129
-0.28785622640651104,0.30782435500870503,-0.5202852525644595,0.05882524593702845,0.11648886680507575,0.4327523175672396,0.1352982210162326,0.48267095565495827,-0.7228713971887816,-0.13773227949809927,0.023409676957404497,0.3970918792065401,-0.30562492275106423,-0.026992855645650297,1.1397370541911143,0.42705376709478077,0.7223719639375586,-0.06089936861443395,-0.19438985967472283,0.8007404058670112
-0.3536677105957231,0.2459777625308631,-0.04630636253048141,0.2665053255919171,0.21505905828069768,0.7428777204953267,0.22762503738305864,0.2885897811972545,-0.20694677308885653,0.17352180417141735,-0.4657315023139019,0.38585735943386124,-0.30562492275106423,1.0384441572769272,0.9335951102837912,0.7854594183933502,0.7074128759249788,-0.06090236577500061,-0.21014429143138721,1.3243710208920987
-1.2576116191845965,1.1070851701235702,-0.08152385010694299,0.3981674607239407,0.5579918711922128,0.3405637765061432,0.5337581882863709,0.6366204285732483,-0.7519229837906926,-0.04365580421645846,-1.6225491978270288,0.454395081695588,-0.30562492275106423,-0.20456569113274653,-0.2001855812064854,0.191374960148494,-0.6079419546459855,-0.06090944977686244,-0.44949663774338017,-0.4000144670698798
-0.9530669205340011,1.1750473689039933,0.593341299646515,-0.610700492978705,-0.5046790507146638,0.3324472824659907,-0.5075059301020401,0.6191730371383958,-0.20694677308885653,0.01597888481843624,-1.57008118373016,0.5239681949788658,3.271984467099618,-1.1812162863117759,-0.50939849706747,0.18243773878901953,0.7313623757456135,-0.06090703493050352,-0.8209306968773923,0.7002161813925083
0.31296163359818924,-0.2521394164643998,-1.1129413178360952,-0.952367830345937,-0.7357019315697033,-0.04292083245641926,-0.7193486966778496,-0.31387161306002115,-0.20694677308885653,0.3696987090683567,1.0470762643822844,0.31491753756897245,-0.30562492275106423,0.7720849040462828,0.10902733465449913,0.798976060036302,-1.171913371470607,-0.06089545115899973,-0.16161734655490387,-0.9717421772605135
1.1699424467315398,0.6381583505572059,0.7159517042701107,0.30216490569812715,0.9914707691422752,0.2737393736934948,0.9876642273790529,-0.5142785804199766,-1.3922694761014733,0.03016637787480932,0.9363771820891437,0.428424432611954,-0.30562492275106423,0.5945120685591866,0.10902733465449913,-0.5066527860729563,0.7074081719248164,-0.06090330740072354,0.453775702428199,-1.7980972286108277
0.6774891582668718,-1.509793907373051,-0.4091101977896905,0.8028215773378622,0.8255522774865106,-0.44202743798110505,0.7256099151346134,-1.0467035103083777,0.051015538961105986,0.023397060249389867,0.650864716622483,0.35171261419997657,-0.30562492275106423,-0.5597113621069391,0.5213112224691452,0.03707593681981219,-0.6100863872194634,-0.06090248633697093,0.40891283670526435,-0.21815080417167418
1.4480113722793793,-1.2021026335239398,0.12651076033831035,0.6587769859138339,0.8081037173301525,0.32076013503512113,0.6933079312233724,-1.630983704397062,1.714916111804678,0.9145242200111288,0.49958393855351724,-0.9449890558286497,-0.30562492275106423,0.4169392330720903,1.1397370541911143,0.23171913229672467,0.7242541975020534,-0.060905820840146584,-0.8251125286188509,1.1580208312488012
-1.5139284352397866,0.958236332951057,-0.40452565696149945,-2.5797775653564257,-2.960135659454484,-3.27359080939378,-2.866346128243892,0.7674779086968662,-1.7940175302461197,-3.629092243995837,-1.66205028971028,0.4290905723683573,-0.30562492275106423,-2.4242261347214495,-4.219953487399285,-0.857896865877734,0.7218670889202554,-0.06091439957675038,-0.8220545603942606,-1.375459574250853
-0.06589142971120587,0.11537777019964601,0.24027953573802502,-0.5760469836103952,-0.4431544745872884,-0.0724520192625352,-0.4416128215860384,0.24260684690126014,0.051015538961105986,0.06405563795149707,1.0631648707461818,0.37208455706115756,-0.30562492275106423,0.6832984863027347,-0.40632752511380843,0.5917243911080174,-0.5240913492728241,-0.06089572126133374,-0.14327126806752066,-0.5017031908811864
