SSAP-MD386.PV,SSAP-FB385.PV,SSAP-MD385.PV,SSAP-PD3850.PV,SSAP-PD3851.PV,SSAP-TD3851.PV,SSAP-TD385A.PV,SSAP-TD385F.PV,SSAP-MD385A.PV,SSAP-PD385A.PV,SSAP-TD385A1.PV,SSAP-TD385A8.PV,SSAP-FB389.PV,SSAP-MJ384.PV,SSAP-PVU01.PV,SSAP-WV383.PV,half_假比重,half_含水率,half_平均粒徑μm,half_膠體強度,half_茶袋保持力,SSAP-FJ3021.PV,EC-SAP,EC,bad_ratio,mix,bridge,FT_total,high_FT,low_FT,TD385,TD385A,PD385A,BC283FHA,BC283HA,BC383GA,BC8000,last_tea
-0.8093782717263797,1.9680857220909713,-2.3783462623166765,1.189931133288287,2.227912865297181,2.116602761884349,0.7575493898316105,1.2899256731988733,-1.5900028582398618,1.4672206576704514,1.3432389733224455,1.557852502498755,-5.301920756865793,-0.38861377050375784,0.6034753496069108,0.028123139431055676,0.320690932326454,-1.4183352081962943,1.1593401778779497,1.4633096257965097,1.2907846434381764,1.4485849799356985,-0.07838451435377596,-0.003129851789244035,-0.8799397325209684,2.162927950659023,1.0355376421670992,0.12612908706977405,-0.1828370014273021,0.15225020107727463,2.0008739296859166,1.2606757274489546,1.2624176021466065,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.136809634844427
-0.8943307694764826,1.9977251091917485,-2.391198006021346,1.1536450140777474,2.2203000349077318,2.0857804920013137,0.7702369719987995,1.3145954384668193,-1.4392083534272837,1.208239315775246,1.1756051317621976,1.510126175040113,-5.384440984820169,-0.3201817063871698,0.6704039059457617,0.03333761572644079,0.46386607377321526,-1.190468390019733,1.059823552517283,1.3294117696667025,0.482843293213474,1.0798343426171169,-0.16242352065533042,-0.02955909471400009,-0.8816177034059336,2.2086026670307977,0.7879291893732131,0.5507376293686865,-0.1828370014273021,0.5873421612760511,2.002522961382407,1.1880765649380656,1.257189246119715,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.0739872743823553
-1.1158359139994276,2.0060680650954756,-2.3397095293940176,0.4122861198426485,2.224736386672909,2.12150431602188,0.7716011350745926,1.3177197514695715,-1.483266327063194,1.7114273222284313,1.0917882109820813,1.4287277754672179,-5.361025179196901,-0.22528871858514715,0.7149982879697269,0.017313854923164538,0.6070412152199764,-0.9626015718431717,0.9603069271566166,1.1955139135369068,-0.32509805701122846,0.6806337858114323,-8.29215774861145,-3.0678597511232275,-0.8802904456391949,2.2277334472574473,0.5168566483202951,0.09805893340406079,-0.1828370014273021,0.1234870063582707,2.009878570539,1.1756354535873614,1.3017237003627278,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.0425760941513185
-1.3766422083642706,2.0081743764911613,-2.3575221219383544,0.702724611211994,2.21899490707177,2.031939278102019,0.7729651505116826,1.3208442363384258,-1.586709101309649,1.3420269050087712,1.1551727528833555,1.8362147285450152,-5.372932218949604,-0.29189656818531307,0.6984088385277737,-0.028354000592408807,0.6070412152199764,-0.7347347536666065,0.9603069271566166,1.0616160574070996,-0.32509805701122846,0.5605384174598401,1.3423373607346631,0.4715212055334292,-1.5722890695628018,2.1657854183573,0.4349328138133392,0.10781917072986703,-0.1828370014273021,0.1334882201046979,2.0110443742671187,1.1923158176576119,1.2570442213403954,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.026870504035801
-1.2554737029063299,2.0102806875466,-2.4014877759126985,1.0865343307585802,2.2238277223215177,2.0100253041498806,0.7743293135874741,1.3239685493411815,-1.5422490589946212,1.6583984534758298,1.1580563280633704,1.975002556346948,-5.358905596719919,-0.33204349410003364,0.4948470838970033,-0.011043897356830857,0.6070412152199764,-0.5068679354900452,0.9901619147648165,0.9277182012772923,-0.5674804620786369,0.43880774118470467,0.07428649938962828,0.017144609449527917,-0.7467323641331045,2.14380441808085,0.5874206848109592,-0.13718137097266073,-0.1828370014273021,-0.11756128860743024,2.0091706887051983,1.2089961817278354,1.4220040246686625,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.0111649139202816
-0.8481127598710182,2.012386946884114,-2.515097724676044,1.0176282704844493,2.229838564338822,2.017445179011478,0.7756933280500511,1.3270928629019425,-1.8291458332463109,1.765331777722057,1.1257644433180616,1.7706940086717042,-5.376679821329812,-0.42876069641848374,0.5557803373431788,0.02279436329259305,0.6070412152199764,-0.2790011173134839,0.9901619147648165,0.7938203451474966,-0.5674804620786369,0.3898937784550639,-0.06363038255124197,-0.002596941503803406,-0.7464376256662592,2.1853022945163585,0.5597868033660824,0.3797976305671218,-0.1828370014273021,0.4121817211391881,2.0141608392983463,1.2256765457980805,1.4230179914179835,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.136809634844427
-0.8369790230902024,2.0144933103379716,-2.5486750203410735,1.0360779986092024,2.27002772994709,2.064782221082886,0.7770574911258396,1.3302170922036767,-1.9378534066778097,1.872265200168794,1.0934729387804518,1.970173261863513,-5.324492276660084,0.15336998938793095,0.7085914929513153,0.06364647749207045,0.6070412152199764,-0.05113429913692267,1.0200169023730166,0.6599224890176894,-0.8098628671460454,0.38392260233514763,-0.2167923326994919,-0.02168529306135894,-0.742842967947746,2.2014847152661146,0.5579169828131657,0.3559857700677813,-0.1828370014273021,0.3877819551699381,2.041247596342354,1.2423569115900832,1.4237232725210611,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.2624543557685748
-0.5833135983683055,2.016599569675488,-2.497714918189675,0.955006604145144,2.2798323166273065,2.0601448700566958,0.7784214315254397,1.3333414046484238,-1.9038482093500222,1.6037732760266965,1.0611810515337838,2.3717546829209946,-5.323884923767,-0.3887440383020774,0.6778927687270825,0.05673966255317896,0.6070412152199764,-0.05113429913692267,1.0200169023730166,0.6599224890176894,-0.8098628671460454,0.37766216424865356,-0.18431943430082645,-0.01599084509132161,-0.7454496198501877,2.1978714476758148,0.5513681515946973,0.2959220390689154,-0.1828370014273021,0.32623527427732546,2.0410957769616727,1.2590372756603176,1.4226729578819308,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.1996319953065009
-0.5641458564242924,2.01870588090105,-2.3585394706626004,1.6338935941761326,2.2833054600870786,2.1823082170577757,0.7797825463249621,1.3370746766114847,-1.8844074922048075,1.6037732760266965,1.028888786580799,2.2002406224390283,-5.3648164568550305,-0.2922004077653487,0.6069288909550032,0.07088742868027197,0.4996598591349055,-0.1813439095235291,1.0100652398369498,0.7459996822439919,-0.7290687321235797,0.371594698138556,-0.18334792142136028,-0.0024990952347415307,-0.7174318860586483,2.1680068669102206,0.5960731010777247,0.2926911352673596,-0.1828370014273021,0.32292460073170715,2.0372831118088737,1.262255465406988,1.421498367203404,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.136809634844427
-0.6764176957954655,2.020812244014658,-2.460012875505521,0.4317384220119602,2.2854198319800068,2.0584601279692376,0.7811296846608483,1.3409336217503256,-1.9389468470429383,1.5915181187892358,1.122415218772712,2.0673509042858016,-5.358466968079671,-0.07030540441233821,0.566410220316994,-0.029284924582787517,0.4996598591349055,-0.3115535199101355,1.0100652398369498,0.8320768754702945,-0.7290687321235797,0.3655269157353642,0.052256742582014834,-0.008043984172194794,-0.7166142117376796,2.1578588247738915,0.593121943032794,0.22726671629001016,-0.1828370014273021,0.2558848785829191,2.0439685606619773,1.256331783808008,1.5033113052624234,-0.4241784633483534,-0.9120751540428261,1.2797024561919712,-0.11911516380144926,-1.1525152249599422
