SSAP-FB385.PV,SSAP-TD3851.PV,SSAP-TD385A5.PV,SSAP-TD385A8.PV,SSAP-DPF389.PV,SSAP-MJ384.PV,SSAP-TTF389.PV,half_假比重,EC-SAP,mix,FT_total
-0.5418553294132038,0.34966327170299777,0.5768164234249278,0.5735066276186523,-1.4905890277336074,-0.2242194685982823,0.4995575289868716,-1.573716763157644,-0.1570863067111461,-0.1752608849281374,-0.7371066283340489
-1.530563588799028,-0.05098549154936294,-1.527399025718462,0.094269824885224,-0.8214174313150192,-0.2154428028132106,0.8310442832592653,-1.573716763157644,-0.08622284212861686,0.26238364179141294,-0.7372616709580547
-0.1691214162900078,-0.9381219923560935,-0.04524877676252877,-0.5641574496552096,-0.818975201662447,0.37720231476119526,1.4388669452114926,-1.259516472756438,-0.08033582228122964,-0.09409579765744219,-0.6904137208541306
1.5057008629714388,1.6592593547721455,0.8057885534433039,-0.7419678778467491,0.9230486050205422,-0.008501871017629918,-1.7239226281916653,2.196686721656828,-0.15098633638986153,-0.04656693706626177,-0.7371066283340489
-0.3107561612312061,-1.0567566722251593,0.23345182754607371,-0.7092779586013701,-0.8166347300523369,0.19012400677471958,1.6826999204095754,-1.1338363565959557,-0.12520522275870133,-0.09127997916698188,-0.7006869146050478
1.670805295103035,1.896644643590626,1.2500289705165664,1.6722087180230294,0.9470638818928546,-0.44132163822930287,1.2568721018344204,0.12296480500886846,-0.13563492629058324,0.5221966406672648,0.4987890840010035
-0.4247480507376953,-0.04607483731090058,0.36824311601271537,-0.23859290665352587,-0.780917083223593,-0.1459328486683328,0.8013371780696941,-1.4480366469971617,-0.031232303963697763,-0.22339349075592,-0.7371066283340489
0.4381814605474147,0.39951762128904894,-0.14649619442120082,0.42904903078085543,1.0726353208273007,-0.3523250457115305,-1.2863721793769607,0.9398855600520041,0.0077132674762185535,-0.11084050878339839,1.1705306565358546
0.5579484961274156,-0.36226510451884497,0.047907746060864606,-0.22684128839863552,1.1524148963835656,-0.44732656853528213,0.025698094592503086,0.24864492116935086,-0.21951328140272242,-0.15422837946097673,0.18507864575326033
0.3270019182197693,0.19627481881210335,-0.1881755067650404,1.4088429293769298,1.0035404990852022,-0.3775770435434157,0.4052164646841101,0.8770455019717629,-0.17063233269155234,-0.112577359970758,1.1686434303436086
