SSAP-FD3863.PV,SSAP-MD386.PV,SSAP-TD3861.PV,SSAP-TD3863.PV,SSAP-FB385.PV,SSAP-MD385.PV,SSAP-PD3850.PV,SSAP-PD3851.PV,SSAP-TD3851.PV,SSAP-TD385F.PV,SSAP-MD385A.PV,SSAP-PD385A.PV,SSAP-TD385A1.PV,SSAP-FB389.PV,half_假比重,half_平均粒徑μm,half_膠體強度,half_茶袋保持力,SSAP-FJ3021.PV,EC-SAP,EC,bad_ratio,mix,bridge,TD385,TD385A,PD385A,BC283FHA,BC283HA,BC383GA,BC8000
-5.423951087038135,-4.74471366582117,-0.6482117578992043,-0.31622607965070804,1.8926551973000405,-7.5538638415817285,0.4328201649034382,-0.003880973216883961,1.9511387836644978,-0.6600676902401905,-4.059700356048116,2.6771275347675405,3.838943853308161,-5.34266775050279,1.6196183993304845,0.7601482551669888,2.1945036954091575,-3.1352472578235364,0.06804785963505235,7.526147689132369,2.253360831806124,-1.9532429964142168,3.180916930924449,0.7721790650500487,0.0904865107242671,-1.1786019293752295,-1.2581189753383346,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
-5.435163143675141,-3.9637984071780257,0.6837472746674925,0.15899839800433194,1.89619585577041,-3.310818840264926,1.107091422404849,-0.0014726037558796974,2.1538337055394527,0.14873152787688199,-2.444873782268455,2.22874533622662,-0.8125430256911224,-5.382147051951256,1.6196183993304845,0.7601482551669888,2.1945036954091575,-3.1352472578235364,0.071368332103884,7.253869778441415,2.253145580763155,-0.5582692953674471,3.1418293826865544,0.7741408774667515,0.09417968073228918,0.9616483463390746,1.210331601146162,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
-5.448951090596823,-3.427225275450019,0.3158967068563135,0.37582184408542335,1.8997365142407803,-3.021891447607765,1.8550953522771023,0.7041642009155364,2.377660784596143,0.3691406293370496,-2.6937866622506497,2.7086951744786365,0.0819095510988232,-5.328310242852991,1.4833206761907625,0.7805906774716519,1.938357718443835,-2.9630927736446413,0.07459781109464643,7.306822679731006,2.2186011703197295,-0.6653878288086337,3.119381519448292,0.561204376214494,0.8256076391021191,1.414475464810278,1.2676971885615471,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
-5.443799530483129,-3.261278825512214,0.35888936065444893,0.46202438778210475,1.9025690408738416,-2.934792772552971,1.9546346772591023,0.7291964191069527,2.525910935418401,0.41179277618721744,-2.6231287987360306,2.744760572222771,0.05047939054548276,-5.336814872921455,1.3470229530510491,0.8010330997763206,1.6822117414785125,-2.9630927736446413,0.07759971325268197,-0.28016189439158723,-0.25368994000294676,-0.7009547875782812,3.1820298834704825,0.4929071350098529,0.8386463324069673,1.0512266046334708,0.7943151516045233,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
-5.448951088324082,-3.061581399508224,0.11005550867777533,0.512871455042744,1.905401567506903,-2.775325818191804,2.023928127795009,0.7291964191069527,2.59436911540639,0.4219862530014858,-2.4652125230329527,2.7808260177296833,0.019047461395181847,-5.307179956058294,1.2107252299113271,0.8214755220809837,1.4260657645131931,-2.7909382894657457,0.08051081445851319,-0.19042952649650685,-0.23484800380688828,-0.7229783526555322,3.134655784547567,0.4489371447526635,0.8297991322793369,0.9101935952675893,0.6911402579596837,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
-5.451223881623138,-2.824276068393138,-0.6513985505280326,0.5524242602110491,1.9082340944980527,-2.671162765767518,2.2028684590340983,0.7291964191069527,2.6565741330462416,0.4321796376590583,-2.131942177105924,2.816891367711038,-0.01238533755695373,-5.338234207832636,1.0744275067716054,0.8419179443856468,1.1699197875478706,-2.7909382894657457,0.08314893773044198,0.1368387670649718,-0.19873209661530622,-0.7261533452569424,3.150398188803523,0.45230157276462507,0.8055835680922249,0.8663614929271294,0.5036395061393776,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
-5.448951090596823,-2.3869514831562135,0.03984281537200864,0.5684570524610506,1.9110666209520681,-2.4363256850929975,2.093651698654782,0.3203891090825564,2.430314737815839,0.4423731138709952,-1.6640235722325862,2.852956717692393,-0.04381638530816878,-5.3244079272027856,0.9381297836318919,0.8623603666903128,0.9137738105825484,-2.9630927736446413,0.08633292310757973,0.018770471389471476,-0.2089645671011496,-0.7232156931993712,3.1570612007677696,0.45569110302729676,0.4504440224595561,0.8225291141758551,0.5093177131133275,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
-5.443496478952282,-1.6481095224553908,0.7098955758387294,0.19337001747332597,1.9167316745762792,-2.0312834305493066,2.1847423869263514,0.2469101335096818,2.463314713386542,0.4041464490061226,-1.2576126056819585,2.9250875131806606,-0.10668023201148315,-5.338245318274321,0.8018320604921699,0.8828027889949787,0.6576278336172259,-3.1352472578235364,0.09378898508405135,-0.1404461926606991,-0.21531786600653893,-0.7241436312545035,3.1598407566125535,0.4623942816582944,0.356806933338213,0.7348651877241623,0.5095246530497907,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
-5.448042017822878,-1.3166257717318464,0.5207447240019933,0.5044608425493253,1.922396727842402,-1.9231513225042853,0.018022052687086832,0.37603252201249604,2.3502976018672723,0.389333196184642,-1.3082524318649886,2.7252389315676395,-0.14580468830090473,-5.328663625331267,0.7832460073367538,0.8705373356121797,0.4014818566519035,-2.9630927736446413,0.10082690086831003,-0.16265450924700653,-0.2365391761196504,-0.2500765223580432,3.1249340772756993,0.463130912424993,0.4812885837766573,0.6509094935155373,0.500540982357655,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
-5.438041951399077,-1.9444260087457483,0.7010958370488798,0.19926895859389857,1.9280617814666121,-2.3152114405550868,0.41694727518139635,0.6157194874134625,2.442697426594251,0.3977884983320889,-1.5926296190937632,1.1738457214648037,-0.07258414633026981,-5.278507268284428,0.7646599541813375,0.8582718822293807,0.1453358796865841,-2.3605520790185137,0.1086726927183009,-0.05725824138866062,-0.19195865818571406,-0.4603463758809611,3.169118472172209,0.08730026063945526,0.6971962433586597,0.6179179758277562,0.504637371636037,-0.5787524577009007,0.6096250678063843,-0.14298984808116655,0.0
