SSAP-FB385.PV,SSAP-MD385.PV,SSAP-TD3851.PV,SSAP-MD385A.PV,SSAP-TD385A1.PV,SSAP-PVU01.PV,half_假比重,half_茶袋保持力,EC-SAP,bad_ratio,mix,FT_total,TD385A,SSAP-PD3850.PV,SSAP-TD385F.PV
-0.5418553294132038,0.9481865175562489,0.34966327170299777,-0.6829597673257237,0.6406038147447771,-0.4871667387122257,-1.573716763157644,1.3748980037259266,-0.1570863067111461,-0.22818171559409592,-0.1752608849281374,-0.7371066283340489,-0.22272110358871985,0.534026799754687,0.7497530656693968
-1.530563588799028,0.7175940768599176,-0.05098549154936294,-0.3397402556893562,-0.3983826719966608,-0.30710013681408554,-1.573716763157644,-0.44929099384656596,-0.08622284212861686,-0.957364611051268,0.26238364179141294,-0.7372616709580547,2.024662781997118,-0.2560561379294597,0.24222287833487352
-0.1691214162900078,0.2870011518387183,-0.9381219923560935,-0.2910206636813046,0.04349035032014883,-0.4343650675915059,-1.259516472756438,-0.2668720940893141,-0.08033582228122964,-0.9278110249887667,-0.09409579765744219,-0.6904137208541306,-0.05112030153789802,0.5160292198200845,-0.8547205553895969
1.5057008629714388,-1.7773660671185465,1.6592593547721455,-1.0180809347304287,0.05595643895914751,-0.3419538637027964,2.196686721656828,2.469411402269425,-0.15098633638986153,-0.1814312229341018,-0.04656693706626177,-0.7371066283340489,0.443656875530001,-1.0172712047999355,0.7422630109562578
-0.3107561612312061,0.5631899778581538,-1.0567566722251593,-0.06960018793486823,0.19938740227703247,0.3351972954128019,-1.1338363565959557,-0.2668720940893141,-0.12520522275870133,-0.9692648600489774,-0.09127997916698188,-0.7006869146050478,-0.2126948781379496,0.6578781116325921,-0.9679607242391288
1.670805295103035,-0.9348356290942468,1.896644643590626,-1.569864011102877,0.07038416352222644,0.9552995467635778,0.12296480500886846,-0.2668720940893141,-0.13563492629058324,-0.3019289699494706,0.5221966406672648,0.4987890840010035,0.04782344041324234,0.04345155789855977,1.1004742876021203
-0.4247480507376953,1.2207931625774855,-0.04607483731090058,-0.07355659579125734,0.49191592673121626,-1.051714514254968,-1.4480366469971617,1.3748980037259266,-0.031232303963697763,1.5143541706370496,-0.22339349075592,-0.7371066283340489,-0.16463538159192612,-0.2923769295276148,0.3428917152027878
0.4381814605474147,-1.3992739926620936,0.39951762128904894,-0.6481252133790902,0.07846089765811642,0.11745797664044863,0.9398855600520041,1.010060204211423,0.0077132674762185535,-0.012040314428261149,-0.11084050878339839,1.1705306565358546,0.22673449267628748,0.7076613819790115,0.8765612156078627
0.5579484961274156,-0.5072349593143534,-0.36226510451884497,0.7761554576754044,-0.043770643753398286,1.8868197529474668,0.24864492116935086,-0.44929099384656596,-0.21951328140272242,0.46592586066689584,-0.15422837946097673,0.18507864575326033,-0.6122285896837848,-0.16140225055138624,-0.11453152181903925
0.3270019182197693,-0.8858251742779292,0.19627481881210335,0.13101236643055497,-0.14377205475879828,0.39477103071303066,0.8770455019717629,-0.2668720940893141,-0.17063233269155234,-0.021098591694150928,-0.112577359970758,1.1686434303436086,0.12851535279513365,0.7997133336635933,0.3236017566262446
