SSAP-MD386.PV,SSAP-FB385.PV,SSAP-PD3850.PV,SSAP-TD3851.PV,SSAP-TD385A.PV,SSAP-TD385F.PV,SSAP-PD385A.PV,SSAP-TD385A1.PV,SSAP-TD385A8.PV,SSAP-DPF389.PV,SSAP-FB389.PV,SSAP-MJ384.PV,SSAP-PVU01.PV,SSAP-SSJ384.PV,SSAP-TTF389.PV,SSAP-WV383.PV,half_假比重,half_平均粒徑μm,half_茶袋保持力,SSAP-FJ3021.PV,EC-SAP,EC,bad_ratio,mix,bridge,FT_total,TD385,TD385A,PD385A
-5.432399878757665,1.6314707440658407,0.3697011323177844,1.366347222538125,-0.18976810986946635,-3.1271118432598892,2.742080152355924,3.549398674479471,-0.8784103500864189,0.9077846544280166,-3.376648706741807,0.0024300177863000394,0.6746040254852292,-0.2451116929109216,0.3069616696223651,0.23758831783696333,1.2540858504532102,0.5594062663764244,-3.1855744902053047,-0.010423009240418273,4.699818411882346,2.687443953565144,-1.2012174000766456,0.5281450873604442,0.5079010592849975,-0.7371066283340489,0.050414455936702476,-1.1692410636945358,-1.292711145283573
-5.432399878757665,1.637923250117688,1.9000335654288536,1.753859808102451,0.21942863106975127,0.2985202083500607,3.030848306119076,0.05583869246723906,1.8493215363934377,0.9397371694286545,-3.376648706741807,-0.17818095822699945,0.7370877085672893,-0.2451116929109216,-3.694940202598019,0.29720291304929425,1.2540858504532102,0.5594062663764244,-3.1855744902053047,-0.005488028194959291,4.562871808229819,2.671596842084842,-0.49853725744859356,0.5227779264819057,0.3808505573818198,-0.7371066283340489,0.8287356152895686,1.3822238244412424,1.334721147296127
-4.778805202221769,1.6430852703926795,1.984276676890822,1.8964582073488778,0.6799165451824357,0.47579432094813373,3.1084282518082165,0.0003846015303090167,1.9869145756195103,0.9420776526393666,-3.376648706741807,0.07880126269713474,0.6092138279367263,-0.2451116929109216,0.4312951153646253,0.2568274395359976,1.2540858504532102,0.5594062663764244,-2.820736690690801,-0.001032811851057924,-0.11056194583021395,0.1601662310598478,-0.582960189038793,0.5213513640230824,0.26294490368915446,-0.7367360454263567,0.7623655338167151,0.8903686999282833,0.6703173055398388
-3.6153727904018256,1.6482472646887778,1.9746680541473387,1.6625327011646962,0.6548737496448812,0.5416050119100068,3.1855164601103714,-0.0550694760095779,1.63306881006547,0.9417723898073039,-3.376648706741807,-0.31706540810457373,0.5013643205695809,-0.2451116929109216,0.53995507603355,0.23653512609570918,1.2540858504532102,0.5594062663764244,-2.820736690690801,0.00336089622307123,-0.1272112267328369,0.134117459467696,-0.5828149466103721,0.5197043954448671,0.266743770018782,-0.7371066283340489,0.4533018953288366,0.8039291126448438,0.5053124383075215
-1.7219510190699545,1.6585712793453242,-0.026110188797314245,1.6980967340767603,0.6047889162346708,0.3669924920030273,3.0490208049310943,-0.1450366191253966,1.4026847235761168,0.9455374868336018,-3.376648706741807,-0.23376566288315073,0.7157808917748656,-0.2451116929109216,0.7572759159428252,0.2359283932374043,0.5628452115705569,0.6986133557051197,-3.1855744902053047,0.014274484346605656,-0.11534342920015343,0.13987706810675085,-0.06644237958218291,0.5230113183987267,0.27442568126045574,-0.7371066283340489,0.42784206738849156,0.6355301261846925,0.4987195734540628
-3.9679124348256543,1.6688952940873323,0.41870211912247396,1.8277893259117866,0.5547038280637758,0.4233395490817739,1.5419528237876912,-0.015856349343868304,1.0557739365480605,0.9534747364098911,-3.376648706741807,0.0010139611822216842,0.5759912892231834,-0.2451116929109216,0.9745967497688809,0.33567720444731114,0.5628452115705569,0.6986133557051197,-1.9086421919045549,0.025923440736645407,-0.26937471437449967,0.1428694614571763,-0.29871478633487025,0.5231978296359934,-0.011382213590025735,1.0427585533198158,0.6465865119425597,0.5697337341317403,0.49812676829920327
-4.683956687600335,1.672519413899548,0.253108304428105,1.7923797555631746,0.6447192108757606,0.47968661036566423,1.320514868903439,0.11332391775821618,1.6987304021878147,0.947674430452906,-3.376648706741807,-0.10596721260250745,0.8974308409793793,-0.2451116929109216,1.191917275376677,0.24653782706756708,0.5628452115705569,0.6986133557051197,-3.5504122897198087,0.03731134050149328,-0.0858284177017281,0.1645048996357308,-0.30094580546336097,0.5168508045501504,-0.003520842839273846,0.33889275931748997,0.6418604511964527,0.5048472521852119,0.5037892341667513
-4.438678911724142,1.6738652919742278,0.09649977869726035,1.6130624902236053,0.7597821850122389,0.5360336684956968,1.2643358169325498,0.24250377759067876,1.1205321020548733,0.9458427611136279,-3.376648706741807,-0.043607827418360834,0.8616964311103218,-0.2451116929109216,1.2568721018344204,0.28338486162303056,-0.12839542731209636,0.6986133557051197,-3.3679933899625567,0.04438255099420957,-0.15808699356532271,0.1575595959605927,-1.326642880770622,0.5291602372664305,0.005530100088692222,0.4143559159236877,0.5902676224773994,0.4220811327768891,0.38108594023901815
-1.3677755229745407,1.6752111961987117,-0.06860817470982862,1.5980587535040542,0.8748454106008046,0.6525443634285631,1.7793155794049487,0.3286130531561343,0.6860482246646813,0.9455374868336018,-3.376648706741807,-0.273644744141581,0.9015291669676242,-0.2451116929109216,1.2568721018344204,0.29274614585398223,-0.12839542731209636,0.6986133557051197,-1.5438043923900642,0.041538512154907496,-0.18169069303618435,0.1529970930965253,-0.3025215746735581,0.5227290661362858,0.0012039161761747937,0.30823878508098473,0.6230557070890028,0.3304013508937374,0.2777082972897275
-0.590135755563511,1.676566254222815,0.08516706113591249,2.0854739523432,0.990862549482469,0.877144328268884,1.4150456543232932,0.19913228264507832,0.8656945901541107,0.9455374868336018,-3.376648706741807,-0.22914639938095752,0.8160424338813989,-0.2451116929109216,1.2568721018344204,0.27032558915108806,0.12296480500886846,0.6429305199736416,-0.9965476931183086,0.03863330302504923,-0.17296131030996967,0.13859882500971715,-0.3025239890352442,0.5279676963258654,-0.0025347589489667513,0.6526856040864167,0.9950458380755952,0.18885012866733827,0.2844502908581392
