SSAP-TD3861.PV,SSAP-TD3862.PV,SSAP-TD3863.PV,SSAP-FB385.PV,SSAP-FE3851.PV,SSAP-PD3850.PV,SSAP-TD3851.PV,SSAP-TD385A.PV,SSAP-TD385B.PV,SSAP-TD385C.PV,SSAP-TD385D.PV,SSAP-TD385E.PV,SSAP-TD385F.PV,SSAP-TE385.PV,SSAP-TD385A1.PV,SSAP-TD385A2.PV,SSAP-TD385A3.PV,SSAP-TD385A4.PV,SSAP-TD385A5.PV,SSAP-TD385A6.PV,SSAP-TD385A7.PV,SSAP-TD385A8.PV,SSAP-DPF389.PV,SSAP-FB389.PV,SSAP-MJ384.PV,SSAP-PVU01.PV,SSAP-TTF389.PV,half_假比重,half_平均粒徑μm,half_茶袋保持力,SSAP-FJ3021.PV,EC-SAP,EC,bad_ratio,mix,bridge,FT_total,TD385,TD385A,PD385A
-2.000880557679337,-1.7479857776841161,-1.0293034365060674,-0.15198200458356695,0.190093644982662,-0.1064305074794771,-1.1754746317790206,-0.9758159478793805,-1.087054708341424,-1.0988831769567928,-0.39930465541703214,-1.0916433502738503,-1.0695080869168916,-1.1030052763469647,-0.1748722811121635,-0.001157316079758871,-0.043664397191798716,-0.019608059176683654,-0.07347611885709712,0.1458850796699181,-0.42664781936086094,-0.7613739596749162,-0.6507745014524629,0.4249302302176679,-0.08493117363046249,-0.9522720583023162,-0.02571858857138734,0.6000815403944113,0.41473599125735433,-0.7893677993654854,1.117744339923436,-0.2783972042636133,0.011763441890707943,-0.061899285490938746,-0.059941949492160286,-0.06306542113074605,2.352027761483848,-1.1295964213291447,-0.6072941591660633,-0.6305889713335682
1.0467646310902434,1.191936745271043,1.5482291296775224,1.441156497108921,0.190093644982662,0.766329739907592,0.04243713058244111,0.06914496202355329,0.02488609856370318,0.04456538460212987,-0.5062159054082669,0.023221818163762606,0.05645317279252115,-0.333154379662355,0.05262736409369654,0.3055445512457798,0.20653804521304497,0.29030944137054787,0.754207087506073,0.709404624891959,0.7827420055581432,-0.4090582522398373,0.5376551098606643,0.3432322975946102,-0.09068575319314863,0.2739711662160885,0.6439794392373198,0.33269522599205453,-0.8174898616116693,0.49835911099354196,-0.0744683983043993,-0.2450797092162439,0.6944865066149741,-0.06188588954742182,-0.05993974365619969,-0.0630753213135695,0.4140308266325176,0.15726503026443997,0.6852301725861671,0.7198989172298211
-0.5275683787754798,-1.9445821583418308,-1.5194458286230805,0.3460922310495983,0.190093644982662,1.326540281266793,-0.7980788390991889,-0.4748305028420989,-0.6035904071227975,-0.6145092668062941,0.04948384077678244,-0.6158105295221679,-0.6050639319087817,-1.3069458719651776,-0.04051195752895408,0.36312894396232787,0.49395726608948026,0.47846622814691436,0.14923063320484822,0.11460928171676141,0.2902151449253062,-0.1654792177730307,-0.42446397494989957,0.5036243619880555,0.12794897588521287,-0.7186562088747622,-0.3072511708375707,0.5109527689269591,0.6201069667355249,-0.6462870315478134,0.5811806313599718,-0.2579163619789209,0.0253303749659305,-0.061908971353069574,-0.059941796684769115,-0.063070404277253,0.9786225140091275,-0.7291329813805391,-0.5645117661863455,-0.630704127922803
-1.3219028396240708,-0.9691541189055223,-1.148575378460593,-0.8021586075273688,0.190093644982662,0.23775871611363822,-1.187747779599582,-0.9932679094381691,-1.1001919014432042,-1.1647951811351431,-0.03319850469453844,-1.1499789483864464,-1.116925648034954,-0.4999149167963452,0.20372095758943892,-0.12633520552898955,-0.18534386352155438,-0.2985039652755724,-0.2348725390131248,-0.5013850446231798,-0.20631336497599342,-0.5278984292242881,-2.237343010527915,0.33396055178439205,-0.02555499149405946,0.0049321430100791605,0.014575028229023788,-0.6477212601499204,0.7227924544746103,0.06911680754053624,-0.6664996750670793,-0.23931094335810688,0.6837182407914897,-0.061886943492191336,-0.05994191012881635,-0.06308333774205656,0.8240766710265265,-1.1315987912824037,0.961013005975848,0.663426927449252
-0.45545342891967017,-0.6885253580765872,-0.6376417282209738,-0.9486868667537941,0.190093644982662,0.05968342421258479,-0.8267892606115742,-0.5117358767213167,-0.6990506752708513,-0.6948823534622486,-0.038772586796965984,-0.7091081240522736,-0.6842385791569677,0.8822924539338051,-0.0029396391374988456,-0.30599843839463803,-0.7620101251055473,-0.8270501854190017,-0.9297887497827474,-0.8692461204659775,-0.701840738657201,0.2527938827466397,-1.5506282712969077,0.5376568358686798,2.8387621013595794,-0.9508120976250201,1.0194267830062949,-1.7172665177593476,0.003994040301013145,0.06911680754053624,0.10795038259522517,-0.19712702644069677,0.7174238100210928,-0.06188310109844762,-0.059940308457590456,-0.06307372985952378,-0.8197080115909086,-0.7701910199962129,0.5548485610627594,0.3745919048945082
0.7200083023111451,1.4588270752910617,1.6375496952657975,0.6259532848930046,0.036610091949002846,0.4054186325410547,0.6464480585436971,0.5950478859610169,0.712145126208528,0.7451794157397104,-0.596378055151033,0.7073389798546061,0.7661609463023975,-0.16723984667913813,-0.009009695422804028,-0.06271296799016811,-0.11650088285519178,-0.07731520715578176,0.07186928441538133,-0.3375430291742391,-0.1379533638701509,0.7258996822396011,0.6620660351749528,0.419385633826213,-0.4145805840511117,0.2439137156541077,0.5643344783500688,-0.38033494574756355,0.10667952804009845,0.641439878811214,-0.14607522659860386,-0.35064071754142456,-0.6587921165965511,-0.061883440764569225,-0.05993989790615396,-0.06307631311124333,0.41263606990104984,0.8119988730746627,-0.04077524593735656,-0.06588024737650179
0.45708772741139914,0.10358586516678939,-1.3001807126353522,-1.4300651485730553,0.190093644982662,-0.7827146503262622,0.9572939828276138,0.8502022460739758,0.8995058277591655,0.9602255450481985,1.432454893922309,0.9446447601946008,0.9798389010319316,2.4080315927577978,-0.19633887048431453,-0.760202552351918,-1.4142935716440193,-1.574779024163388,-1.4106289856021743,-1.116063580230923,-0.7735507791037726,-1.8733209732731813,0.8771208993450925,0.29510999929522524,-0.25902797483692924,0.9421060952422327,0.597500282752205,-0.02381985987775452,0.312050503518269,1.2137629500818916,-0.5025300762439164,-0.10863590289180433,-0.5440478062499586,-0.06188465789307704,-0.05994033882847824,-0.06307492241251395,0.2523091414335519,1.0874080011332268,1.8985805255554784,1.953890738063358
-0.8000900544425635,-1.0388827494099706,0.204398670869318,0.31785683549556004,0.190093644982662,-0.11016923334451408,-0.8918104029812574,-0.6266936547908569,-0.643847852708154,-0.7196394157546049,0.08287618092616404,-0.6740695435279954,-0.7128404037704682,-2.60684049491474,0.25356639278584664,0.3192319872176924,0.70675297888036,0.5519777243059482,0.20962353464216157,0.04381180891254385,-0.7735507791037726,0.8811009913931734,1.0326644944458294,0.4082452711047086,-0.2959581600409141,0.03760462744881212,-3.1104939984524314,0.5109527689269591,-0.09869144743807215,-0.6462870315478134,0.19457567931175232,0.08899812704192853,-1.790586973590177,-0.061868038983930417,-0.059940253545096835,-0.06305739067530118,-0.8197080115909086,-0.8223242422586691,-1.1550236097065985,-1.2798518532239065
-1.6294787265846176,0.48577963499272914,-0.5028671915244287,-1.6463393257837504,0.190093644982662,-0.7773659763341837,-2.3934846795786795,-3.287968895026203,-2.8287522831505374,-2.696399451341996,-3.3593052167572632,-2.7828957145307696,-2.6084823399389014,1.0066904212107264,-4.135203687839882,-4.015361059253997,-3.6385759893834275,-3.0081777149862274,-2.4809146936665036,-2.4939168955359725,-0.9559949627223794,-1.111889379893633,-2.253508048122412,0.4337450212430005,0.12705627146118767,1.5523884815720468,-0.7007335407565524,-1.539008974824443,-4.719538395696911,-0.6462870315478134,-1.5937312534257209,-0.16674117154234602,0.7028485890650423,-0.06187221489254298,-0.05993722525328121,-0.06307868290723634,-0.39564092757681985,-2.442690242879979,-1.3099869398567634,-1.0873370028566283
-0.10265125024135825,0.7730470148223227,0.4115338422240208,-1.473083207776794,0.190093644982662,-0.1868597928674058,0.08290353256067881,0.08236938463840424,0.1491609266859237,0.26461778925680357,0.29366026501554343,0.27562459553605356,0.23795511568528865,1.084177539713064,0.2869487647267112,0.4829121632043553,0.6974747681080279,1.1091067642641728,1.3145614182536742,1.6495045641854242,1.360048062061334,-0.28687348916883953,-1.1596738375614766,0.41774601306912157,-0.27277712509989055,1.8414381454173967,-0.6451179303718604,0.42182399745950677,-0.5094333983944134,0.641439878811214,-0.07919773777922803,-0.1796471477178629,0.7019226975647295,-0.06189473225945183,-0.05994198833089183,-0.06307629569344177,0.1253949520321969,0.16013678954983007,-0.6103805352783642,-0.7430882488804407
-0.27676274415083896,-0.04426074248530757,-0.6139978653817248,-0.2939628473371265,0.190093644982662,-0.8685324227743948,0.015519832711895384,0.011133436124380893,0.1177086468437875,0.11333131553078502,0.4492376700059405,0.1286898630907754,0.12557729026580866,0.7068383210116554,-0.05955001630131966,0.47002247160058186,0.8500231327227413,1.3369296540020363,1.3446636962641845,1.136035752759698,1.0661047588940638,0.36299987133511513,0.05809232070613833,0.3369984657721076,-0.3966754172922891,-1.1691542323849817,0.2509469160228776,0.24356645452460227,1.030848917691866,-0.6462870315478134,0.45039224302195835,-0.17620915212081636,0.7218142344608593,-0.06188026105281741,-0.05994063230925302,-0.06306860927264317,-0.09417112912732498,0.1074713052807332,0.8194244352133658,1.2013830586331784
-0.47543124465360853,-0.3178001488248268,-1.4028433733074839,-0.3602119290394127,0.190093644982662,-0.09377741197621983,0.13643810903350873,0.22585292890050318,0.24114160701892448,0.2118938090451879,0.7346675598330249,0.22093622328077892,0.21847062806646686,0.9585018887589973,0.12965126666031862,0.5946548386230018,0.7098159895321404,0.8316295211417776,1.086660682608289,0.82994086484908,0.8160342012252214,0.770377787701158,-0.6566418177404432,0.3959184394641118,-0.44559507009759647,-0.8172483012094223,0.5267880008247732,1.0457253977316727,0.9281634299527809,-0.7893677993654854,0.7590225944520773,-0.14051545901239276,0.7302301736700191,-0.0618829560348686,-0.059940562804859515,-0.06306862510201837,-0.20934966241463585,0.2237331245741388,1.3189022026903285,1.7568892282723336
