SSAP-FD3863.PV,SSAP-TD3861.PV,SSAP-PD3850.PV,SSAP-PD3851.PV,SSAP-TD3851.PV,SSAP-TD385A.PV,SSAP-TD385D.PV,SSAP-TD385F.PV,SSAP-PD385A.PV,SSAP-TD385A1.PV,SSAP-TD385A6.PV,SSAP-FB389.PV,SSAP-PVU01.PV,SSAP-WV383.PV,half_假比重,half_含水率,half_平均粒徑μm,half_膠體強度,half_茶袋保持力,SSAP-FJ3021.PV,EC-SAP,EC,bad_ratio,mix,bridge,FT_total,high_FT,low_FT,TD385,TD385A,PD385A,BC283FHA,BC283HA,BC383GA,BC8000
-3.8919275875495845,1.03762596727435,-0.0003261367589969588,1.4267968083230664,3.286629798633908,0.5252021666444657,0.7098082474766247,1.1734034835292186,1.6653082091464475,0.5044596765120066,-0.6127925333864326,-5.240860904806171,0.495853887951904,0.3856829473912929,0.006863687577062529,-0.7404374479393468,0.8500290432713036,1.4875881559201247,-0.18286717245603776,0.7153609130769649,-0.05747047423478775,0.31826533760705616,-0.9395995267106493,1.6754552940017415,0.34702300779109746,0.5457476972674212,-0.1645076824882253,0.5900666054077472,1.365164005522808,0.6262642567928501,0.5903980461511075,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
-3.8852744633185146,1.9127091251216697,1.0405082593649833,1.8944361652828514,1.974909070634042,0.5568275064380483,0.7182712269321272,1.4602532307179215,1.5227589706381972,0.5288638953131581,0.059224474920327314,-5.201895493726761,0.46231000596800703,0.403300513179346,0.07871299155985581,-0.9329830611278277,0.9859121192964989,1.1196789311323478,1.595485397267281,0.979458400422688,-0.11331580505612761,0.30971403298004024,-0.43150086213842076,1.6686367569251184,0.4899593763039069,-0.09439376497744349,-0.1645076824882253,-0.07335143962921424,1.7399087964827193,0.5054800133635137,0.4171245166980982,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
-3.858773041522253,2.0413706500571687,1.0034420462943276,1.881889960465407,1.9169005538598234,0.5796740111623282,0.7295554103896322,1.536320449647217,1.2524046301692808,0.14466514260402524,0.4687475241557041,-5.282108905413742,0.5239357085984895,0.40861514272522487,0.2224115995254424,-0.7404374479393537,0.5329685325458478,0.9561637201155534,0.7871433201203188,0.5903401003405608,-0.18352287547214774,0.28396596782325084,-0.43345255481120726,1.7034118170427734,0.2791785163029347,0.25388385618781184,-0.1645076824882253,0.28759012124595884,1.7430517332199018,0.4444989081340132,0.40968983164690115,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
-3.875405654170273,2.0132572768170403,0.24614511475687678,1.8892012198841486,1.9841339553192299,0.5821304569803811,0.735197193901066,1.5459540152123015,1.7776898133450127,-0.04743423375052326,0.6572517171829853,-5.259347678221301,0.564996808313317,0.3922836172225477,0.36611020749102896,-0.5478918347508797,0.08002494579519655,0.7926485090987729,-0.02119875702664306,0.16909000248143738,-6.975188418941178,-2.676026624089516,-0.4319087859166137,1.7179772940796596,0.04842345652577631,-0.11741781035229044,-0.1645076824882253,-0.09721267667181731,1.7570709993697358,0.43404875011276295,0.47301750855351826,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
-3.8878248218410736,2.4927777314881445,0.5428275718295804,1.8797390651603412,1.8155696339933205,0.5845866369457063,0.740838977412487,1.5555881107125622,1.3920674150844656,0.09783632565950523,0.5443921919706213,-5.270921861973979,0.5497217667759309,0.3457386296780088,0.36611020749102896,-0.35534622156240225,0.08002494579519655,0.6291332980819786,-0.02119875702664306,0.04236125722279518,1.0735702031863237,0.7721316052683309,-1.236790834819386,1.6708123284203638,-0.02131558548636236,-0.1094121489036634,-0.1645076824882253,-0.08891591637628697,1.7592929380827673,0.4480597524639506,0.40948360744309514,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
-3.8869377776417697,2.359270979917316,0.9348885900045458,1.8877037099595002,1.7743268205854699,0.5870430827637565,0.7464813773585962,1.5652216762776574,1.7223322160273515,0.10444517013382693,0.3674883140685839,-5.2572873477296715,0.36228852685509405,0.3633812040971186,0.36611020749102896,-0.16280060837392826,0.2159080218203919,0.4656180870651842,-0.26370138017072936,-0.08609312095663894,0.014227166762306368,0.32946594757255865,-0.2765638205167798,1.6540767979829574,0.10849227941456184,-0.3103694951369067,-0.1645076824882253,-0.29718039795876167,1.75572182710957,0.4620707548151156,0.6440552734782884,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
-3.872522728920324,2.2401847740660745,0.8645011590103127,1.897609783156523,1.7882912669745556,0.5894992609742778,0.759375655989471,1.5748552435633163,1.833961448230634,0.03043564003953586,0.1905804376619158,-5.274564701796586,0.4183939437741511,0.3978693884595133,0.36611020749102896,0.02974500481454574,0.2159080218203919,0.30210287604840375,-0.26370138017072936,-0.13770880945020086,-0.10099004805382729,0.31023320822812867,-0.2762210023479518,1.6856717647924633,0.08496847305660767,0.11367335589436768,-0.1645076824882253,0.14228133953990832,1.7652326980386466,0.4760817571662987,0.6454971269777083,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
-3.8550030720730004,2.0758880474063335,0.8833475269506221,1.9638429024261126,1.8773811234147715,0.5919557067923226,0.804634721887755,1.584488551043105,1.9455907829468384,-0.04357301865956145,0.013675244347701437,-5.223836036725035,0.5590976336378594,0.43950613984877734,0.36611020749102896,0.22229061800301975,0.35179109784558726,0.13858766503160935,-0.5062040033148156,-0.1440097989702961,-0.22894315331221546,0.2916368329540087,-0.2720399601181619,1.6979924686549992,0.0833767568621716,0.09414209991602922,-0.1645076824882253,0.12203989538656998,1.8168581240301114,0.49009276096370635,0.6465000316856078,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
-3.8664240888142642,2.153145519559919,0.8005332264269354,1.9800011965621365,1.868653477598564,0.5944117516377846,0.8498944001917664,1.594122114887626,1.6653082091464475,-0.11758255448669888,-0.16170931506295846,-5.2232456621119265,0.5308312171235144,0.43246666729912997,0.36611020749102896,0.22229061800301975,0.35179109784558726,0.13858766503160935,-0.5062040033148156,-0.15061602762307902,-0.20181495219681028,0.29718451427737835,-0.2750718264419962,1.6952414587384603,0.0778019541417692,0.04487589053329726,-0.1645076824882253,0.0709822866504381,1.8165687671244957,0.5041037633148804,0.6450064917456282,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
-3.8848308913206306,2.374030069818018,1.4940152071639559,1.9857250557547785,2.0985688793713377,0.5968627084306394,0.8951540865537242,1.60563335598183,1.6653082091464475,-0.1915929559761299,-0.01864667174762634,-5.263032972398862,0.4654899178588612,0.4468861663260557,0.25833625151683903,0.11226455332389175,0.3064967391705221,0.24370458639954612,-0.42536979560012406,-0.1570186256381906,-0.20100334011165538,0.31032853264276766,-0.2424836532865591,1.6725036581781074,0.11585779428780964,0.04222579902989205,-0.1645076824882253,0.06823583351773094,1.8093020994183435,0.5068069455666147,0.6433362321623093,0.0,-0.19863233954411605,0.28094087214412594,-0.19099917982881226
